"證券代號 TT","可借券賣出股數"
"3315 TT","14,522"
"8942 TT","127,958"
"3338 TT","71,352"
"911613 TT","840"
"3356 TT","25,733"
"9949 TT","2,995"
"3376 TT","360,756"
"9950 TT","2,077"
"3380 TT","705,217"
"9951 TT","103,746"
"3383 TT","279,114"
"9960 TT","21,331"
"3406 TT","208,757"
"9962 TT","11,876"
"3413 TT","411,349"
"3416 TT","13,661"
"3419 TT","96,741"
"3432 TT","9,608"
"3437 TT","141,581"
"3443 TT","236,602"
"3450 TT","914,034"
"3454 TT","138,412"
"3474 TT","2,458,909"
"3481 TT","15,146,830"
"3494 TT","908,686"
"3501 TT","127,547"
"3504 TT","152,647"
"3514 TT","2,544,745"
"3515 TT","32,034"
"3518 TT","39,846"
"3519 TT","1,117,618"
"3532 TT","41,576"
"3533 TT","150,497"
"3535 TT","640,074"
"3545 TT","291,166"
"3550 TT","59,799"
"3557 TT","27,254"
"3559 TT","127,489"
"3561 TT","649,800"
"3573 TT","13,471"
"3576 TT","1,369,856"
"3579 TT","108,155"
"3583 TT","111,593"
"3588 TT","59,957"
"3591 TT","40,280"
"3596 TT","981,194"
"3598 TT","59,103"
"3605 TT","376,140"
"3607 TT","101,160"
"3617 TT","67,272"
"3622 TT","115,237"
"3645 TT","40,556"
"3653 TT","26,924"
"3661 TT","194,861"
"3665 TT","678,289"
"3669 TT","27,724"
"3673 TT","3,551,036"
"3679 TT","20,523"
"3682 TT","1,356,816"
"3686 TT","645,720"
"3694 TT","164,178"
"3698 TT","494,416"
"3702 TT","630,493"
"3703 TT","223,269"
"3704 TT","239,711"
"3705 TT","48,637"
"3706 TT","1,254,388"
"4104 TT","57,856"
"4106 TT","209,979"
"4108 TT","1,468,967"
"4119 TT","391,379"
"4133 TT","30,670"
"4137 TT","277,567"
"4141 TT","236,206"
"4142 TT","348,411"
"4144 TT","32,547"
"4164 TT","32,840"
"4306 TT","100,197"
"4414 TT","1,047,699"
"4426 TT","289,363"
"4526 TT","132,873"
"4532 TT","66,582"
"4536 TT","17,550"
"4551 TT","218,914"
"4557 TT","37,002"
"4720 TT","15,825"
"4722 TT","204,061"
"4725 TT","121,763"
"4733 TT","615,563"
"4737 TT","6,728"
"4746 TT","398,854"
"4755 TT","13,517"
"4904 TT","797,848"
"4906 TT","501,820"
"4912 TT","40,735"
"4915 TT","810,365"
"4916 TT","515,568"
"4919 TT","275,368"
"4927 TT","102,253"
"4930 TT","77,372"
"4934 TT","2,035,618"
"4935 TT","462,820"
"4938 TT","1,609,997"
"4942 TT","51,419"
"4952 TT","320,254"
"4956 TT","35,480"
"4958 TT","1,030,226"
"4960 TT","839,315"
"4976 TT","8,603"
"4977 TT","103,685"
"4984 TT","144,635"
"4994 TT","43,541"
"4999 TT","85,918"
"5007 TT","30,288"
"5203 TT","27,317"
"5215 TT","31,064"
"5225 TT","15,352"
"5234 TT","12,375"
"5243 TT","457,838"
"5264 TT","249,203"
"5269 TT","197,438"
"5285 TT","17,546"
"5288 TT","126,804"
"5305 TT","157,693"
"5388 TT","528,686"
"5434 TT","61,070"
"5469 TT","205,493"
"5471 TT","38,280"
"5515 TT","15,215"
"5519 TT","62,147"
"5521 TT","156,222"
"5522 TT","607,117"
"5525 TT","32,405"
"5531 TT","277,696"
"5533 TT","53,988"
"5534 TT","305,550"
"5538 TT","5,206"
"5607 TT","26,661"
"5608 TT","66,522"
"5706 TT","33,117"
"5871 TT","646,363"
"5880 TT","1,767,579"
"5906 TT","7,707"
"5907 TT","138,941"
"6005 TT","291,294"
"6108 TT","94,648"
"6112 TT","32,323"
"6115 TT","27,894"
"6116 TT","2,704,846"
"6117 TT","2,572"
"6120 TT","333,763"
"6128 TT","57,176"
"6133 TT","7,110"
"6136 TT","41,058"
"6139 TT","1,641,401"
"6141 TT","14,502"
"6142 TT","245,833"
"6145 TT","70,804"
"6152 TT","272,356"
"6153 TT","246,464"
"6155 TT","4,568"
"6164 TT","37,286"
"6166 TT","66,234"
"6168 TT","75,917"
"6176 TT","1,238,561"
"6177 TT","61,443"
"6183 TT","8,442"
"6184 TT","32,028"
"6189 TT","50,757"
"6191 TT","188,132"
"6192 TT","40,271"
"6196 TT","190,987"
"6197 TT","157,453"
"6201 TT","8,921"
"6202 TT","100,165"
"6205 TT","36,403"
"6206 TT","77,269"
"6209 TT","74,663"
"6213 TT","223,532"
"6214 TT","218,390"
"6215 TT","134,561"
"6216 TT","105,723"
"6224 TT","58,453"
"6226 TT","42,316"
"6230 TT","443,278"
"6235 TT","128,880"
"6239 TT","569,637"
"6243 TT","371,990"
"6251 TT","93,247"
"6257 TT","284,016"
"6269 TT","699,500"
"6271 TT","449,920"
"6277 TT","41,183"
"6278 TT","77,229"
"6281 TT","9,845"
"6282 TT","1,829,146"
"6283 TT","121,210"
"6285 TT","676,688"
"6405 TT","12,468"
"6409 TT","30,223"
"6412 TT","48,947"
"6414 TT","149,919"
"6415 TT","57,106"
"6422 TT","167,451"
"6431 TT","6,229"
"6442 TT","315,005"
"6443 TT","435,714"
"6449 TT","64,040"
"6451 TT","82,916"
"6452 TT","199,713"
"6456 TT","679,037"
"6504 TT","76,794"
"6505 TT","901,856"
"6605 TT","70,489"
"6702 TT","255,719"
"8011 TT","76,480"
"8016 TT","236,320"
"8021 TT","185,114"
"8039 TT","117,882"
"8046 TT","56,627"
"8070 TT","41,936"
"8072 TT","11,095"
"8081 TT","180,030"
"8101 TT","123,416"
"8103 TT","69,464"
"8105 TT","1,752,434"
"8110 TT","445,025"
"8112 TT","368,257"
"8114 TT","26,127"
"8131 TT","111,463"
"8150 TT","132,456"
"8163 TT","515,597"
"8201 TT","10,590"
"8210 TT","261,555"
"8213 TT","239,018"
"8215 TT","193,721"
"8222 TT","509,934"
"8249 TT","161,226"
"8261 TT","8,723"
"8271 TT","442,598"
"8341 TT","260,907"
"8374 TT","108,711"
"8404 TT","783,396"
"8411 TT","42,495"
"8422 TT","78,511"
"8427 TT","15,802"
"8429 TT","316,133"
"8443 TT","24,748"
"8454 TT","17,155"
"8463 TT","18,701"
"8464 TT","222,935"
"8926 TT","88,382"
"8940 TT","3,194"
"8996 TT","195,820"
"9103 TT","80,364"
"910322 TT","21,360"
"910482 TT","85,284"
"9105 TT","513,542"
"910801 TT","50,193"
"911611 TT","14,966"
"911616 TT","33,993"
"911868 TT","9,906"
"912000 TT","5,435"
"9136 TT","209,802"
"9157 TT","10,932"
"9188 TT","38,420"
"9802 TT","208,287"
"9902 TT","30,641"
"9904 TT","1,400,618"
"9905 TT","46,080"
"9906 TT","262,555"
"9907 TT","296,449"
"9908 TT","46,572"
"9910 TT","255,658"
"9911 TT","78,919"
"9912 TT","25,573"
"9914 TT","279,514"
"9917 TT","48,891"
"9918 TT","1,281"
"9919 TT","75,852"
"9921 TT","171,444"
"9924 TT","245,107"
"9925 TT","43,384"
"9926 TT","2,731"
"9927 TT","33,481"
"9928 TT","5,363"
"9930 TT","15,632"
"9931 TT","2,727"
"9933 TT","697,167"
"9934 TT","133,392"
"9937 TT","35,994"
"9938 TT","893,931"
"9939 TT","288,941"
"9940 TT","54,627"
"9941 TT","43,368"
"9942 TT","24,880"
"9943 TT","114,611"
"9944 TT","13,399"
"9945 TT","1,455,063"
"9946 TT","215,470"
"9955 TT","19,221"
"9958 TT","101,166"
