"證券代號 TT","可借券賣出股數"
"3338 TT","68,357"
"8942 TT","103,259"
"3356 TT","27,480"
"911613 TT","533"
"3376 TT","340,578"
"9949 TT","2,187"
"3380 TT","766,793"
"9950 TT","2,139"
"3383 TT","247,613"
"9951 TT","110,165"
"3406 TT","196,676"
"9960 TT","21,312"
"3413 TT","357,304"
"9962 TT","103,163"
"3416 TT","13,231"
"3419 TT","68,517"
"3432 TT","8,429"
"3437 TT","127,273"
"3443 TT","188,755"
"3450 TT","895,541"
"3454 TT","141,942"
"3474 TT","2,479,856"
"3481 TT","12,715,408"
"3494 TT","624,400"
"3501 TT","122,809"
"3504 TT","156,734"
"3514 TT","2,140,233"
"3515 TT","21,900"
"3518 TT","35,561"
"3519 TT","939,831"
"3532 TT","33,638"
"3533 TT","153,086"
"3535 TT","636,009"
"3545 TT","269,411"
"3550 TT","68,645"
"3557 TT","28,628"
"3559 TT","111,633"
"3561 TT","654,771"
"3573 TT","15,487"
"3576 TT","1,523,338"
"3579 TT","84,024"
"3583 TT","102,923"
"3588 TT","52,578"
"3591 TT","34,648"
"3596 TT","899,980"
"3598 TT","71,507"
"3605 TT","289,689"
"3607 TT","98,503"
"3617 TT","92,998"
"3622 TT","112,664"
"3645 TT","27,457"
"3653 TT","25,640"
"3661 TT","236,943"
"3665 TT","790,935"
"3669 TT","21,714"
"3673 TT","3,429,485"
"3679 TT","19,843"
"3682 TT","1,135,256"
"3686 TT","598,814"
"3694 TT","126,997"
"3698 TT","422,236"
"3702 TT","637,239"
"3703 TT","172,816"
"3704 TT","213,566"
"3705 TT","55,473"
"3706 TT","1,279,131"
"4104 TT","57,409"
"4106 TT","163,426"
"4108 TT","1,387,357"
"4119 TT","363,773"
"4133 TT","19,280"
"4137 TT","263,719"
"4141 TT","186,063"
"4142 TT","205,212"
"4144 TT","32,306"
"4164 TT","33,403"
"4306 TT","94,586"
"4414 TT","808,424"
"4426 TT","294,078"
"4526 TT","133,307"
"4532 TT","68,805"
"4536 TT","16,724"
"4551 TT","218,187"
"4557 TT","52,177"
"4720 TT","11,755"
"4722 TT","194,916"
"4725 TT","113,042"
"4733 TT","600,626"
"4737 TT","6,020"
"4746 TT","395,965"
"4755 TT","14,043"
"4904 TT","820,592"
"4906 TT","344,243"
"4912 TT","39,221"
"4915 TT","948,136"
"4916 TT","612,349"
"4919 TT","311,897"
"4927 TT","96,370"
"4930 TT","60,308"
"4934 TT","2,025,333"
"4935 TT","383,258"
"4938 TT","1,710,567"
"4942 TT","52,423"
"4952 TT","317,826"
"4956 TT","24,073"
"4958 TT","988,946"
"4960 TT","661,331"
"4976 TT","8,208"
"4977 TT","41,496"
"4984 TT","112,195"
"4994 TT","29,604"
"4999 TT","72,787"
"5007 TT","30,924"
"5203 TT","25,857"
"5215 TT","25,597"
"5225 TT","13,544"
"5234 TT","11,478"
"5243 TT","381,186"
"5264 TT","250,271"
"5269 TT","219,460"
"5285 TT","15,071"
"5288 TT","162,940"
"5305 TT","140,270"
"5388 TT","486,721"
"5434 TT","57,558"
"5469 TT","169,823"
"5471 TT","45,905"
"5515 TT","13,883"
"5519 TT","47,396"
"5521 TT","129,454"
"5522 TT","545,576"
"5525 TT","27,434"
"5531 TT","219,584"
"5533 TT","59,143"
"5534 TT","301,576"
"5538 TT","5,073"
"5607 TT","21,189"
"5608 TT","53,673"
"5706 TT","34,499"
"5871 TT","618,629"
"5880 TT","1,684,238"
"5906 TT","7,288"
"5907 TT","97,576"
"6005 TT","297,942"
"6108 TT","108,673"
"6112 TT","32,426"
"6115 TT","25,562"
"6116 TT","2,330,009"
"6117 TT","2,406"
"6120 TT","326,967"
"6128 TT","56,515"
"6133 TT","13,627"
"6136 TT","36,978"
"6139 TT","1,648,530"
"6141 TT","11,380"
"6142 TT","158,620"
"6145 TT","51,899"
"6152 TT","263,202"
"6153 TT","238,068"
"6155 TT","3,717"
"6164 TT","34,972"
"6166 TT","66,251"
"6168 TT","66,925"
"6176 TT","1,365,548"
"6177 TT","82,158"
"6183 TT","7,998"
"6184 TT","50,472"
"6189 TT","45,617"
"6191 TT","145,687"
"6192 TT","46,794"
"6196 TT","153,217"
"6197 TT","155,639"
"6201 TT","7,291"
"6202 TT","98,278"
"6205 TT","19,723"
"6206 TT","85,892"
"6209 TT","63,958"
"6213 TT","258,903"
"6214 TT","199,129"
"6215 TT","128,225"
"6216 TT","103,445"
"6224 TT","60,930"
"6226 TT","35,794"
"6230 TT","405,927"
"6235 TT","119,934"
"6239 TT","561,424"
"6243 TT","315,116"
"6251 TT","72,432"
"6257 TT","262,900"
"6269 TT","692,201"
"6271 TT","286,845"
"6277 TT","57,810"
"6278 TT","83,633"
"6281 TT","8,803"
"6282 TT","1,620,661"
"6283 TT","97,062"
"6285 TT","668,907"
"6405 TT","9,011"
"6409 TT","29,423"
"6412 TT","48,108"
"6414 TT","154,673"
"6415 TT","56,237"
"6422 TT","182,694"
"6431 TT","5,296"
"6442 TT","204,228"
"6443 TT","392,241"
"6449 TT","43,033"
"6451 TT","75,998"
"6452 TT","189,899"
"6456 TT","637,222"
"6504 TT","80,676"
"6505 TT","868,203"
"6605 TT","73,150"
"6702 TT","244,618"
"8011 TT","67,462"
"8016 TT","264,865"
"8021 TT","171,686"
"8039 TT","113,829"
"8046 TT","49,076"
"8070 TT","34,516"
"8072 TT","10,488"
"8081 TT","133,458"
"8101 TT","102,679"
"8103 TT","63,753"
"8105 TT","1,818,274"
"8110 TT","75,625"
"8112 TT","253,140"
"8114 TT","24,337"
"8131 TT","102,756"
"8150 TT","114,352"
"8163 TT","320,371"
"8201 TT","10,432"
"8210 TT","298,073"
"8213 TT","241,609"
"8215 TT","173,181"
"8222 TT","428,019"
"8249 TT","153,922"
"8261 TT","10,262"
"8271 TT","372,929"
"8341 TT","228,986"
"8374 TT","97,970"
"8404 TT","803,762"
"8411 TT","26,995"
"8422 TT","77,000"
"8427 TT","14,854"
"8429 TT","336,035"
"8443 TT","25,083"
"8454 TT","20,828"
"8463 TT","18,622"
"8464 TT","223,139"
"8926 TT","81,226"
"8940 TT","3,332"
"8996 TT","164,879"
"9103 TT","57,297"
"910322 TT","20,721"
"910482 TT","60,760"
"9105 TT","452,194"
"910801 TT","37,493"
"911611 TT","14,760"
"911616 TT","31,260"
"911868 TT","7,493"
"912000 TT","5,868"
"9136 TT","205,756"
"9157 TT","10,327"
"9188 TT","36,653"
"9802 TT","300,724"
"9902 TT","28,063"
"9904 TT","1,389,632"
"9905 TT","45,515"
"9906 TT","292,875"
"9907 TT","288,466"
"9908 TT","44,358"
"9910 TT","289,463"
"9911 TT","78,967"
"9912 TT","21,316"
"9914 TT","301,359"
"9917 TT","47,872"
"9918 TT","845"
"9919 TT","45,253"
"9921 TT","170,797"
"9924 TT","183,466"
"9925 TT","42,257"
"9926 TT","2,646"
"9927 TT","26,154"
"9928 TT","7,021"
"9930 TT","15,207"
"9931 TT","1,956"
"9933 TT","600,043"
"9934 TT","118,426"
"9937 TT","35,036"
"9938 TT","912,127"
"9939 TT","315,839"
"9940 TT","45,774"
"9941 TT","42,555"
"9942 TT","22,841"
"9943 TT","107,287"
"9944 TT","13,461"
"9945 TT","1,385,085"
"9946 TT","179,098"
"9955 TT","13,359"
"9958 TT","112,938"
