"證券代號 TT","可借券賣出股數"
"8941 TT","981"
"3338 TT","67,004"
"8942 TT","102,355"
"3356 TT","27,185"
"911613 TT","413"
"3376 TT","340,970"
"9949 TT","2,174"
"3380 TT","766,615"
"9950 TT","1,834"
"3383 TT","248,736"
"9951 TT","111,858"
"3406 TT","198,574"
"9960 TT","21,251"
"3413 TT","322,994"
"9962 TT","104,819"
"3416 TT","13,065"
"3419 TT","63,823"
"3432 TT","8,503"
"3437 TT","123,884"
"3443 TT","178,296"
"3450 TT","885,903"
"3454 TT","138,139"
"3474 TT","2,477,585"
"3481 TT","12,344,967"
"3494 TT","609,781"
"3501 TT","119,897"
"3504 TT","146,102"
"3514 TT","2,016,179"
"3515 TT","20,911"
"3518 TT","37,098"
"3519 TT","910,812"
"3532 TT","32,599"
"3533 TT","151,794"
"3535 TT","631,619"
"3545 TT","259,292"
"3550 TT","68,763"
"3557 TT","27,646"
"3559 TT","104,917"
"3561 TT","609,803"
"3573 TT","15,079"
"3576 TT","1,496,963"
"3579 TT","80,664"
"3583 TT","101,085"
"3588 TT","50,169"
"3591 TT","33,230"
"3596 TT","889,021"
"3598 TT","73,328"
"3605 TT","282,180"
"3607 TT","97,611"
"3617 TT","95,940"
"3622 TT","113,086"
"3645 TT","23,877"
"3653 TT","25,554"
"3661 TT","242,443"
"3665 TT","795,362"
"3669 TT","20,786"
"3673 TT","3,281,376"
"3679 TT","19,523"
"3682 TT","1,093,090"
"3686 TT","581,903"
"3694 TT","116,292"
"3698 TT","403,733"
"3702 TT","638,146"
"3703 TT","161,840"
"3704 TT","213,758"
"3705 TT","57,233"
"3706 TT","1,261,956"
"4104 TT","56,303"
"4106 TT","153,205"
"4108 TT","1,331,147"
"4119 TT","354,871"
"4133 TT","18,513"
"4137 TT","260,123"
"4141 TT","169,754"
"4142 TT","195,803"
"4144 TT","31,654"
"4164 TT","32,842"
"4306 TT","95,173"
"4414 TT","745,589"
"4426 TT","278,477"
"4526 TT","130,583"
"4532 TT","70,656"
"4536 TT","15,621"
"4551 TT","217,580"
"4557 TT","53,283"
"4720 TT","10,919"
"4722 TT","192,225"
"4725 TT","111,846"
"4733 TT","573,742"
"4737 TT","5,684"
"4746 TT","369,083"
"4755 TT","14,083"
"4904 TT","838,577"
"4906 TT","329,359"
"4912 TT","38,794"
"4915 TT","922,005"
"4916 TT","623,896"
"4919 TT","300,079"
"4927 TT","93,290"
"4930 TT","60,112"
"4934 TT","1,977,189"
"4935 TT","364,665"
"4938 TT","1,736,191"
"4942 TT","52,983"
"4952 TT","338,871"
"4956 TT","23,173"
"4958 TT","977,152"
"4960 TT","619,555"
"4976 TT","8,468"
"4977 TT","35,547"
"4984 TT","107,725"
"4994 TT","29,092"
"4999 TT","69,122"
"5007 TT","31,058"
"5203 TT","25,617"
"5215 TT","24,983"
"5225 TT","12,583"
"5234 TT","10,825"
"5243 TT","367,222"
"5264 TT","249,768"
"5269 TT","219,778"
"5285 TT","14,598"
"5288 TT","162,046"
"5305 TT","121,185"
"5388 TT","486,969"
"5434 TT","55,159"
"5469 TT","166,173"
"5471 TT","46,828"
"5515 TT","14,810"
"5519 TT","45,995"
"5521 TT","126,703"
"5522 TT","539,804"
"5525 TT","26,916"
"5531 TT","210,877"
"5533 TT","58,595"
"5534 TT","299,337"
"5538 TT","5,073"
"5607 TT","20,542"
"5608 TT","52,056"
"5706 TT","34,431"
"5871 TT","611,008"
"5880 TT","1,672,360"
"5906 TT","7,288"
"5907 TT","89,421"
"6005 TT","293,715"
"6108 TT","108,129"
"6112 TT","31,698"
"6115 TT","25,305"
"6116 TT","2,258,145"
"6117 TT","2,447"
"6120 TT","310,381"
"6128 TT","56,252"
"6133 TT","13,822"
"6136 TT","36,332"
"6139 TT","1,555,199"
"6141 TT","10,792"
"6142 TT","149,343"
"6145 TT","50,814"
"6152 TT","261,639"
"6153 TT","232,202"
"6155 TT","3,588"
"6164 TT","33,565"
"6166 TT","64,216"
"6168 TT","65,781"
"6176 TT","1,378,884"
"6177 TT","85,762"
"6183 TT","7,971"
"6184 TT","54,563"
"6189 TT","41,960"
"6191 TT","115,660"
"6192 TT","48,369"
"6196 TT","135,845"
"6197 TT","154,305"
"6201 TT","6,728"
"6202 TT","97,756"
"6205 TT","18,820"
"6206 TT","85,499"
"6209 TT","63,104"
"6213 TT","249,970"
"6214 TT","197,704"
"6215 TT","126,498"
"6216 TT","104,561"
"6224 TT","60,225"
"6226 TT","32,200"
"6230 TT","389,678"
"6235 TT","115,887"
"6239 TT","571,186"
"6243 TT","294,981"
"6251 TT","67,177"
"6257 TT","252,587"
"6269 TT","661,445"
"6271 TT","286,041"
"6277 TT","61,211"
"6278 TT","82,703"
"6281 TT","8,895"
"6282 TT","1,573,697"
"6283 TT","93,950"
"6285 TT","666,524"
"6405 TT","9,024"
"6409 TT","30,389"
"6412 TT","48,683"
"6414 TT","150,447"
"6415 TT","54,641"
"6422 TT","183,810"
"6431 TT","5,176"
"6442 TT","188,970"
"6443 TT","356,075"
"6449 TT","40,513"
"6451 TT","76,382"
"6452 TT","187,131"
"6456 TT","624,009"
"6504 TT","79,128"
"6505 TT","855,362"
"6605 TT","72,912"
"6702 TT","239,554"
"8011 TT","59,729"
"8016 TT","260,586"
"8021 TT","168,484"
"8039 TT","111,806"
"8046 TT","48,016"
"8070 TT","32,724"
"8072 TT","10,215"
"8081 TT","123,163"
"8101 TT","97,596"
"8103 TT","61,674"
"8105 TT","1,805,100"
"8110 TT","64,990"
"8112 TT","248,678"
"8114 TT","23,045"
"8131 TT","101,050"
"8150 TT","112,125"
"8163 TT","277,280"
"8201 TT","10,321"
"8210 TT","301,325"
"8213 TT","271,081"
"8215 TT","170,217"
"8222 TT","405,015"
"8249 TT","150,145"
"8261 TT","10,068"
"8271 TT","313,379"
"8341 TT","227,366"
"8374 TT","85,811"
"8404 TT","775,553"
"8411 TT","26,038"
"8422 TT","77,015"
"8427 TT","15,071"
"8429 TT","338,968"
"8443 TT","24,969"
"8454 TT","21,116"
"8463 TT","18,003"
"8464 TT","219,979"
"8926 TT","78,877"
"8940 TT","3,259"
"8996 TT","162,823"
"9103 TT","57,377"
"910322 TT","19,541"
"910482 TT","59,473"
"9105 TT","418,684"
"910801 TT","38,126"
"911611 TT","14,600"
"911616 TT","28,720"
"911868 TT","7,366"
"912000 TT","5,594"
"9136 TT","202,936"
"9157 TT","9,934"
"9188 TT","36,206"
"9802 TT","315,893"
"9902 TT","26,880"
"9904 TT","1,383,803"
"9905 TT","45,284"
"9906 TT","296,176"
"9907 TT","296,448"
"9908 TT","41,248"
"9910 TT","291,697"
"9911 TT","78,614"
"9912 TT","18,183"
"9914 TT","303,765"
"9917 TT","48,649"
"9918 TT","812"
"9919 TT","41,923"
"9921 TT","170,129"
"9924 TT","181,615"
"9925 TT","41,435"
"9926 TT","2,711"
"9927 TT","25,548"
"9928 TT","6,936"
"9930 TT","15,006"
"9931 TT","1,975"
"9933 TT","595,918"
"9934 TT","113,520"
"9937 TT","34,836"
"9938 TT","908,194"
"9939 TT","326,501"
"9940 TT","44,894"
"9941 TT","43,301"
"9942 TT","22,671"
"9943 TT","105,541"
"9944 TT","13,215"
"9945 TT","1,359,117"
"9946 TT","178,373"
"9955 TT","12,540"
"9958 TT","113,182"
