"證券代號 TT","可借券賣出股數"
"3315 TT","14,594"
"8942 TT","128,373"
"3338 TT","68,292"
"911613 TT","480"
"3356 TT","26,624"
"9949 TT","2,714"
"3376 TT","349,628"
"9950 TT","2,063"
"3380 TT","724,326"
"9951 TT","107,954"
"3383 TT","243,566"
"9960 TT","21,486"
"3406 TT","213,359"
"9962 TT","39,989"
"3413 TT","377,646"
"3416 TT","13,860"
"3419 TT","89,722"
"3432 TT","9,023"
"3437 TT","137,577"
"3443 TT","214,744"
"3450 TT","923,206"
"3454 TT","143,302"
"3474 TT","2,464,269"
"3481 TT","14,155,227"
"3494 TT","717,859"
"3501 TT","127,058"
"3504 TT","152,269"
"3514 TT","2,346,004"
"3515 TT","32,508"
"3518 TT","37,185"
"3519 TT","1,024,181"
"3532 TT","36,999"
"3533 TT","154,198"
"3535 TT","642,372"
"3545 TT","281,452"
"3550 TT","61,739"
"3557 TT","26,464"
"3559 TT","117,364"
"3561 TT","626,190"
"3573 TT","13,883"
"3576 TT","1,388,249"
"3579 TT","89,939"
"3583 TT","108,687"
"3588 TT","59,022"
"3591 TT","36,080"
"3596 TT","952,329"
"3598 TT","64,972"
"3605 TT","323,388"
"3607 TT","103,073"
"3617 TT","72,234"
"3622 TT","115,101"
"3645 TT","40,335"
"3653 TT","25,787"
"3661 TT","200,462"
"3665 TT","728,954"
"3669 TT","21,181"
"3673 TT","3,552,633"
"3679 TT","20,763"
"3682 TT","1,207,844"
"3686 TT","606,229"
"3694 TT","161,512"
"3698 TT","482,329"
"3702 TT","629,300"
"3703 TT","213,870"
"3704 TT","220,871"
"3705 TT","49,192"
"3706 TT","1,283,377"
"4104 TT","56,564"
"4106 TT","180,567"
"4108 TT","1,458,958"
"4119 TT","400,778"
"4133 TT","30,751"
"4137 TT","281,013"
"4141 TT","216,034"
"4142 TT","340,225"
"4144 TT","32,402"
"4164 TT","33,772"
"4306 TT","98,177"
"4414 TT","980,545"
"4426 TT","303,864"
"4526 TT","136,152"
"4532 TT","65,298"
"4536 TT","18,184"
"4551 TT","217,596"
"4557 TT","45,691"
"4720 TT","15,409"
"4722 TT","209,047"
"4725 TT","118,929"
"4733 TT","573,799"
"4737 TT","6,082"
"4746 TT","403,085"
"4755 TT","13,897"
"4904 TT","789,570"
"4906 TT","449,608"
"4912 TT","39,974"
"4915 TT","911,700"
"4916 TT","556,475"
"4919 TT","325,747"
"4927 TT","101,416"
"4930 TT","74,180"
"4934 TT","1,991,578"
"4935 TT","425,829"
"4938 TT","1,677,345"
"4942 TT","51,639"
"4952 TT","321,953"
"4956 TT","26,086"
"4958 TT","996,677"
"4960 TT","739,151"
"4976 TT","8,131"
"4977 TT","66,632"
"4984 TT","128,680"
"4994 TT","32,571"
"4999 TT","79,079"
"5007 TT","30,326"
"5203 TT","27,231"
"5215 TT","30,258"
"5225 TT","13,856"
"5234 TT","12,837"
"5243 TT","412,257"
"5264 TT","253,467"
"5269 TT","202,633"
"5285 TT","16,285"
"5288 TT","134,724"
"5305 TT","151,069"
"5388 TT","509,655"
"5434 TT","59,941"
"5469 TT","202,916"
"5471 TT","40,619"
"5515 TT","14,662"
"5519 TT","57,001"
"5521 TT","143,544"
"5522 TT","593,550"
"5525 TT","29,783"
"5531 TT","253,670"
"5533 TT","51,919"
"5534 TT","304,205"
"5538 TT","5,026"
"5607 TT","23,869"
"5608 TT","58,737"
"5706 TT","33,722"
"5871 TT","616,605"
"5880 TT","1,754,329"
"5906 TT","7,562"
"5907 TT","122,818"
"6005 TT","289,412"
"6108 TT","100,891"
"6112 TT","32,778"
"6115 TT","26,206"
"6116 TT","2,575,255"
"6117 TT","2,432"
"6120 TT","335,000"
"6128 TT","57,553"
"6133 TT","7,388"
"6136 TT","39,681"
"6139 TT","1,627,011"
"6141 TT","13,008"
"6142 TT","233,744"
"6145 TT","66,965"
"6152 TT","271,580"
"6153 TT","248,220"
"6155 TT","4,032"
"6164 TT","35,922"
"6166 TT","67,515"
"6168 TT","70,845"
"6176 TT","1,296,873"
"6177 TT","58,245"
"6183 TT","8,317"
"6184 TT","39,083"
"6189 TT","47,246"
"6191 TT","181,992"
"6192 TT","44,661"
"6196 TT","169,125"
"6197 TT","153,826"
"6201 TT","8,299"
"6202 TT","96,683"
"6205 TT","25,368"
"6206 TT","79,894"
"6209 TT","64,674"
"6213 TT","239,490"
"6214 TT","217,263"
"6215 TT","130,740"
"6216 TT","106,491"
"6224 TT","60,954"
"6226 TT","38,559"
"6230 TT","436,805"
"6235 TT","112,071"
"6239 TT","566,958"
"6243 TT","363,954"
"6251 TT","92,749"
"6257 TT","272,191"
"6269 TT","709,687"
"6271 TT","344,970"
"6277 TT","48,350"
"6278 TT","82,772"
"6281 TT","9,334"
"6282 TT","1,767,444"
"6283 TT","111,707"
"6285 TT","676,501"
"6405 TT","11,455"
"6409 TT","29,827"
"6412 TT","48,250"
"6414 TT","155,529"
"6415 TT","57,376"
"6422 TT","174,864"
"6431 TT","5,575"
"6442 TT","270,388"
"6443 TT","415,207"
"6449 TT","64,207"
"6451 TT","77,299"
"6452 TT","195,372"
"6456 TT","652,204"
"6504 TT","81,724"
"6505 TT","889,491"
"6605 TT","70,297"
"6702 TT","250,351"
"8011 TT","69,027"
"8016 TT","251,099"
"8021 TT","184,398"
"8039 TT","119,397"
"8046 TT","52,073"
"8070 TT","41,392"
"8072 TT","10,734"
"8081 TT","164,378"
"8101 TT","120,172"
"8103 TT","65,397"
"8105 TT","1,786,776"
"8110 TT","416,938"
"8112 TT","285,650"
"8114 TT","25,717"
"8131 TT","108,984"
"8150 TT","118,240"
"8163 TT","421,810"
"8201 TT","10,242"
"8210 TT","281,225"
"8213 TT","238,105"
"8215 TT","185,285"
"8222 TT","462,209"
"8249 TT","155,472"
"8261 TT","10,546"
"8271 TT","431,998"
"8341 TT","256,219"
"8374 TT","111,499"
"8404 TT","788,427"
"8411 TT","33,409"
"8422 TT","84,231"
"8427 TT","15,042"
"8429 TT","324,190"
"8443 TT","24,863"
"8454 TT","19,582"
"8463 TT","18,668"
"8464 TT","222,160"
"8926 TT","84,898"
"8940 TT","3,152"
"8996 TT","173,756"
"9103 TT","79,677"
"910322 TT","21,354"
"910482 TT","76,244"
"9105 TT","497,973"
"910801 TT","42,667"
"911611 TT","15,180"
"911616 TT","32,166"
"911868 TT","9,393"
"912000 TT","6,228"
"9136 TT","203,822"
"9157 TT","11,139"
"9188 TT","37,733"
"9802 TT","224,548"
"9902 TT","30,139"
"9904 TT","1,408,862"
"9905 TT","45,453"
"9906 TT","281,549"
"9907 TT","283,818"
"9908 TT","45,091"
"9910 TT","272,498"
"9911 TT","78,934"
"9912 TT","23,596"
"9914 TT","288,671"
"9917 TT","49,372"
"9918 TT","1,000"
"9919 TT","70,578"
"9921 TT","169,374"
"9924 TT","223,221"
"9925 TT","43,134"
"9926 TT","2,662"
"9927 TT","28,537"
"9928 TT","7,237"
"9930 TT","15,166"
"9931 TT","1,798"
"9933 TT","671,299"
"9934 TT","129,117"
"9937 TT","36,338"
"9938 TT","900,863"
"9939 TT","290,690"
"9940 TT","51,156"
"9941 TT","43,089"
"9942 TT","23,607"
"9943 TT","113,205"
"9944 TT","13,401"
"9945 TT","1,451,855"
"9946 TT","197,339"
"9955 TT","16,040"
"9958 TT","112,878"
